PAT,pat,RED,red,IR,ir,TEMP,temp,env,real_imp,img_imp,REAL_IMP,IMG_IMP
,27356,,17391,,23368,,,,,,,
,27358,,17383,,23362,,,,,,,
,27349,,17397,,23381,,,,,,,
,27357,,17388,,23375,,,,,,,
,27338,,17390,,23376,,,,,,,
,27338,,17395,,23370,,,,,,,
,27342,,17391,,23380,,,,,,,
,27341,,17389,,23378,,,,,,,
,27335,,17390,,23379,,,,,,,
,27338,,17383,,23389,,,,,,,
,27343,,17383,,23386,,,,,,,
,27343,,17396,,23382,,,,,,,
,27349,,17387,,23384,,,,,,,
,27331,,17389,,23377,,,,,,,
,27346,,17384,,23378,,,,,,,
,27340,,17380,,23381,,,,,,,
,27339,,17386,,23386,,,,,,,
,27339,,17390,,23371,,,,,,,
,27345,,17384,,23385,,,,,,,
,27356,,17388,,23396,,,,,,,
,27354,,17385,,23397,,,,,,,
,27354,,17387,,23392,,,,,,,
,27346,,17386,,23390,,,,,,,
,27346,,17390,,23376,,,,,,,
,27346,,17389,,23393,,,,,,,
,27345,,17395,,23388,,,,,,,
,27346,,17388,,23401,,,,,,,
,27352,,17387,,23404,,,,,,,
,27349,,17384,,23397,,,,,,,
,27349,,17383,,23386,,,,,,,
,27355,,17396,,23406,,,,,,,
,27360,,17391,,23416,,,,,,,
,27365,,17390,,23414,,,,,,,
,27358,,17382,,23416,,,,,,,
,27359,,17390,,23408,,,,,,,
,27359,,17386,,23386,,,,,,,
,27352,,17386,,23386,,,,,,,
,27353,,17390,,23407,,,,,,,
,27355,,17392,,23408,,,,,,,
,27355,,17387,,23414,,,,,,,
,27354,,17382,,23415,,,,,,,
,27354,,17388,,23422,,,,,,,
,27354,,17386,,23390,,,,,,,
,27355,,17388,,23415,,,,,,,
,27346,,17384,,23431,,,,,,,
,27333,,17384,,23422,,,,,,,
,27335,,17386,,23423,,,,,,,
,27335,,17392,,23425,,,,,,,
,27325,,17384,,23397,,,,,,,
,27327,,17382,,23427,,,,,,,
,27323,,17383,,23426,,,,,,,
,27321,,17382,,23423,,,,,,,
,27318,,17396,,23430,,,,,,,
,27318,,17394,,23435,,,,,,,
,27308,,17390,,23408,,,,,,,
,27306,,17389,,23440,,,,,,,
,27304,,17386,,23450,,,,,,,
,27299,,17387,,23445,,,,,,,
,27306,,17382,,23436,,,,,,,
,27306,,17385,,23422,,,,,,,
,27314,,17388,,23422,,,,,,,
,27331,,17376,,23409,,,,,,,
,27371,,17362,,23387,,,,,,,
,27396,,17363,,23373,,,,,,,
,27410,,17355,,23369,,,,,,,
,27410,,17365,,23348,,,,,,,
,27419,,17392,,23425,,,,,,,
,27433,,17376,,23345,,,,,,,
,27427,,17381,,23345,,,,,,,
,27429,,17394,,23356,,,,,,,
,27423,,17389,,23355,,,,,,,
,27423,,17400,,23368,,,,,,,
,27423,,17394,,23435,,,,,,,
,27416,,17402,,23377,,,,,,,
,27424,,17397,,23368,,,,,,,
,27422,,17401,,23370,,,,,,,
,27417,,17402,,23377,,,,,,,
,27417,,17382,,23436,,,,,,,
,27414,,17400,,23372,,,,,,,
,27417,,17397,,23370,,,,,,,
,27428,,17396,,23371,,,,,,,
,27425,,17395,,23366,,,,,,,
,27420,,17399,,23373,,,,,,,
,27420,,17355,,23369,,,,,,,
,27422,,17398,,23368,,,,,,,
,27413,,17389,,23368,,,,,,,
,27411,,17392,,23366,,,,,,,
,27404,,17388,,23366,,,,,,,
,27401,,17378,,23368,,,,,,,
,27401,,17389,,23355,,,,,,,
,27405,,17381,,23368,,,,,,,
,27403,,17382,,23359,,,,,,,
,27397,,17381,,23363,,,,,,,
,27398,,17375,,23363,,,,,,,
,27395,,17370,,23361,,,,,,,
,27395,,17402,,23377,,,,,,,
,27398,,17373,,23354,,,,,,,
,27403,,17366,,23350,,,,,,,
,27405,,17374,,23349,,,,,,,
,27404,,17381,,23356,,,,,,,
,27403,,17372,,23354,,,,,,,
,27403,,17399,,23373,,,,,,,
,27405,,17370,,23350,,,,,,,
,27402,,17367,,23351,,,,,,,
,27399,,17379,,23349,,,,,,,
,27394,,17370,,23356,,,,,,,
,27391,,17369,,23342,,,,,,,
,27391,,17378,,23368,,,,,,,
,27387,,17367,,23338,,,,,,,
,27382,,17367,,23341,,,,,,,
,27388,,17366,,23347,,,,,,,
,27384,,17368,,23347,,,,,,,
,27389,,17358,,23347,,,,,,,
,27389,,17370,,23361,,,,,,,
,27386,,17366,,23333,,,,,,,
,27381,,17368,,23341,,,,,,,
,27381,,17374,,23341,,,,,,,
,27384,,17366,,23344,,,,,,,
,27376,,17367,,23346,,,,,,,
,27376,,17372,,23354,,,,,,,
,27362,,17360,,23349,,,,,,,
,27361,,17367,,23344,,,,,,,
,27361,,17363,,23340,,,,,,,
,27360,,17356,,23344,,,,,,,
,27361,,17364,,23337,,,,,,,
,27361,,17369,,23342,,,,,,,
,27353,,17364,,23346,,,,,,,
,27358,,17362,,23341,,,,,,,
,27358,,17359,,23346,,,,,,,
,27357,,17356,,23343,,,,,,,
,27359,,17350,,23332,,,,,,,
,27359,,17358,,23347,,,,,,,
,27357,,17366,,23343,,,,,,,
,27356,,17354,,23339,,,,,,,
,27355,,17358,,23339,,,,,,,
,27351,,17356,,23336,,,,,,,
,27344,,17364,,23344,,,,,,,
,27344,,17367,,23346,,,,,,,
,27343,,17358,,23350,,,,,,,
,27337,,17362,,23352,,,,,,,
,27344,,17356,,23353,,,,,,,
,27330,,17356,,23356,,,,,,,
,27329,,17354,,23353,,,,,,,
,27329,,17364,,23337,,,,,,,
,27332,,17359,,23349,,,,,,,
,27336,,17355,,23354,,,,,,,
,27333,,17363,,23352,,,,,,,
,27338,,17356,,23363,,,,,,,
,27323,,17359,,23357,,,,,,,
,27323,,17350,,23332,,,,,,,
,27322,,17354,,23369,,,,,,,
,27327,,17360,,23376,,,,,,,
,27324,,17368,,23373,,,,,,,
,27323,,17370,,23376,,,,,,,
,27319,,17362,,23383,,,,,,,
,27319,,17364,,23344,,,,,,,
,27317,,17368,,23378,,,,,,,
,27310,,17368,,23377,,,,,,,
,27322,,17370,,23388,,,,,,,
,27311,,17357,,23384,,,,,,,
,27310,,17356,,23356,,,,,,,
,27310,,17372,,23386,,,,,,,
,27311,,17354,,23353,,,,,,,
,27309,,17378,,23399,,,,,,,
,27307,,17365,,23396,,,,,,,
,27304,,17371,,23402,,,,,,,
,27311,,17366,,23393,,,,,,,
,27311,,17365,,23395,,,,,,,
,27304,,17359,,23357,,,,,,,
,27326,,17361,,23394,,,,,,,
,27350,,17360,,23367,,,,,,,
,27356,,17345,,23360,,,,,,,
,27378,,17357,,23351,,,,,,,
,27378,,17348,,23342,,,,,,,
,27392,,17362,,23383,,,,,,,
,27396,,17359,,23322,,,,,,,
,27403,,17356,,23320,,,,,,,
,27414,,17371,,23332,,,,,,,
,27419,,17372,,23330,,,,,,,
,27419,,17388,,23330,,,,,,,
,27409,,17372,,23386,,,,,,,
,27394,,17389,,23340,,,,,,,
,27400,,17395,,23344,,,,,,,
,27405,,17394,,23345,,,,,,,
,27407,,17404,,23353,,,,,,,
,27407,,17406,,23342,,,,,,,
,27415,,17365,,23395,,,,,,,
,27404,,17395,,23355,,,,,,,
,27412,,17396,,23345,,,,,,,
,27406,,17390,,23350,,,,,,,
,27394,,17398,,23355,,,,,,,
,27394,,17396,,23361,,,,,,,
,27394,,17348,,23342,,,,,,,
,27377,,17391,,23369,,,,,,,
,27384,,17402,,23362,,,,,,,
,27381,,17397,,23360,,,,,,,
,27380,,17395,,23356,,,,,,,
,27380,,17372,,23330,,,,,,,
,27386,,17394,,23360,,,,,,,
,27382,,17389,,23356,,,,,,,
,27380,,17394,,23355,,,,,,,
,27383,,17390,,23348,,,,,,,
,27377,,17381,,23349,,,,,,,
,27377,,17404,,23353,,,,,,,
,27381,,17380,,23350,,,,,,,
,27381,,17383,,23350,,,,,,,
,27383,,17390,,23345,,,,,,,
,27379,,17387,,23343,,,,,,,
,27379,,17377,,23350,,,,,,,
,27379,,17398,,23355,,,,,,,
,27379,,17372,,23347,,,,,,,
,27372,,17386,,23346,,,,,,,
,27372,,17382,,23351,,,,,,,
,27370,,17381,,23348,,,,,,,
,27376,,17379,,23342,,,,,,,
,27376,,17395,,23356,,,,,,,
,27369,,17371,,23360,,,,,,,
,27371,,17384,,23347,,,,,,,
,27354,,17379,,23348,,,,,,,
,27351,,17386,,23342,,,,,,,
,27348,,17376,,23351,,,,,,,
,27348,,17381,,23349,,,,,,,
,27348,,17370,,23354,,,,,,,
,27348,,17375,,23361,,,,,,,
,27346,,17385,,23357,,,,,,,
,27346,,17385,,23360,,,,,,,
,27336,,17389,,23362,,,,,,,
,27336,,17377,,23350,,,,,,,
,27330,,17384,,23353,,,,,,,
,27325,,17378,,23355,,,,,,,
,27335,,17384,,23359,,,,,,,
,27339,,17384,,23366,,,,,,,
,27339,,17379,,23359,,,,,,,
,27339,,17379,,23342,,,,,,,
,27335,,17381,,23351,,,,,,,
,27329,,17380,,23356,,,,,,,
,27334,,17381,,23356,,,,,,,
,27322,,17385,,23365,,,,,,,
,27311,,17383,,23363,,,,,,,
,27311,,17376,,23351,,,,,,,
,27319,,17384,,23359,,,,,,,
,27318,,17381,,23353,,,,,,,
,27316,,17379,,23355,,,,,,,
,27311,,17381,,23372,,,,,,,
,27303,,17382,,23379,,,,,,,
,27303,,17389,,23362,,,,,,,
,27306,,17381,,23370,,,,,,,
,27303,,17380,,23368,,,,,,,
,27303,,17383,,23364,,,,,,,
,27297,,17383,,23370,,,,,,,
,27285,,17384,,23377,,,,,,,
,27285,,17379,,23359,,,,,,,
,27294,,17385,,23369,,,,,,,
,27293,,17385,,23374,,,,,,,
,27302,,17387,,23374,,,,,,,
,27302,,17382,,23381,,,,,,,
,27295,,17374,,23377,,,,,,,
,27295,,17383,,23363,,,,,,,
,27295,,17376,,23374,,,,,,,
,27292,,17381,,23382,,,,,,,
,27295,,17379,,23373,,,,,,,
,27287,,17374,,23363,,,,,,,
,27279,,17379,,23364,,,,,,,
,27279,,17382,,23379,,,,,,,
,27270,,17377,,23378,,,,,,,
,27283,,17383,,23375,,,,,,,
,27291,,17384,,23386,,,,,,,
,27286,,17381,,23397,,,,,,,
,27287,,17384,,23394,,,,,,,
,27287,,17384,,23377,,,,,,,
,27284,,17391,,23395,,,,,,,
,27289,,17387,,23389,,,,,,,
,27289,,17392,,23396,,,,,,,
,27289,,17394,,23387,,,,,,,
,27279,,17393,,23404,,,,,,,
,27279,,17374,,23377,,,,,,,
,27276,,17387,,23401,,,,,,,
,27282,,17395,,23397,,,,,,,
,27290,,17390,,23406,,,,,,,
,27291,,17387,,23410,,,,,,,
,27287,,17397,,23409,,,,,,,
,27287,,17379,,23364,,,,,,,
,27283,,17386,,23409,,,,,,,
,27284,,17392,,23400,,,,,,,
,27289,,17377,,23374,,,,,,,
,27309,,17359,,23369,,,,,,,
,27340,,17381,,23397,,,,,,,
,27340,,17360,,23338,,,,,,,
,27366,,17384,,23394,,,,,,,
,27382,,17360,,23331,,,,,,,
,27405,,17362,,23318,,,,,,,
,27412,,17378,,23312,,,,,,,
,27422,,17379,,23307,,,,,,,
,27422,,17391,,23318,,,,,,,
,27410,,17393,,23404,,,,,,,
,27411,,17400,,23317,,,,,,,
,27409,,17406,,23327,,,,,,,
,27405,,17424,,23337,,,,,,,
,27409,,17421,,23336,,,,,,,
,27409,,17427,,23348,,,,,,,
,27405,,17397,,23409,,,,,,,
,27404,,17426,,23354,,,,,,,
,27404,,17428,,23344,,,,,,,
,27393,,17427,,23351,,,,,,,
,27382,,17426,,23342,,,,,,,
,27382,,17421,,23355,,,,,,,
,27389,,17360,,23338,,,,,,,
,27378,,17425,,23340,,,,,,,
,27373,,17427,,23341,,,,,,,
,27372,,17417,,23343,,,,,,,
,27372,,17424,,23348,,,,,,,
,27372,,17419,,23344,,,,,,,
,27370,,17391,,23318,,,,,,,
,27366,,17417,,23341,,,,,,,
,27357,,17420,,23352,,,,,,,
,27355,,17413,,23340,,,,,,,
,27351,,17409,,23331,,,,,,,
,27351,,17402,,23322,,,,,,,
,27356,,17427,,23348,,,,,,,
,27350,,17407,,23309,,,,,,,
,27354,,17403,,23320,,,,,,,
,27351,,17403,,23315,,,,,,,
,27351,,17400,,23321,,,,,,,
,27351,,17426,,23342,,,,,,,
,27351,,17404,,23315,,,,,,,
,27350,,17396,,23318,,,,,,,
,27353,,17403,,23320,,,,,,,
,27349,,17400,,23309,,,,,,,
,27351,,17390,,23313,,,,,,,
,27351,,17424,,23348,,,,,,,
,27350,,17389,,23311,,,,,,,
,27351,,17396,,23307,,,,,,,
,27350,,17390,,23303,,,,,,,
,27348,,17400,,23304,,,,,,,
,27345,,17398,,23306,,,,,,,
,27345,,17409,,23331,,,,,,,
,27342,,17402,,23305,,,,,,,
,27339,,17388,,23308,,,,,,,
,27342,,17400,,23300,,,,,,,
,27326,,17394,,23306,,,,,,,
,27338,,17397,,23313,,,,,,,
,27338,,17400,,23321,,,,,,,
,27331,,17400,,23309,,,,,,,
,27328,,17386,,23305,,,,,,,
,27337,,17395,,23315,,,,,,,
,27332,,17394,,23312,,,,,,,
,27330,,17390,,23312,,,,,,,
,27330,,17390,,23313,,,,,,,
,27320,,17398,,23317,,,,,,,
,27305,,17389,,23308,,,,,,,
,27304,,17392,,23315,,,,,,,
,27304,,17399,,23306,,,,,,,
,27293,,17395,,23314,,,,,,,
,27293,,17398,,23306,,,,,,,
,27302,,17385,,23317,,,,,,,
,27299,,17392,,23327,,,,,,,
,27293,,17395,,23311,,,,,,,
,27307,,17397,,23309,,,,,,,
,27300,,17395,,23309,,,,,,,
,27300,,17397,,23313,,,,,,,
,27295,,17394,,23300,,,,,,,
,27293,,17387,,23310,,,,,,,
,27293,,17399,,23313,,,,,,,
,27288,,17395,,23318,,,,,,,
,27282,,17395,,23318,,,,,,,
,27282,,17390,,23312,,,,,,,
,27284,,17383,,23322,,,,,,,
,27291,,17392,,23331,,,,,,,
,27278,,17387,,23323,,,,,,,
,27281,,17399,,23330,,,,,,,
,27268,,17398,,23329,,,,,,,
,27268,,17395,,23314,,,,,,,
,27266,,17389,,23329,,,,,,,
,27261,,17389,,23320,,,,,,,
,27261,,17397,,23345,,,,,,,
,27259,,17409,,23339,,,,,,,
,27254,,17402,,23352,,,,,,,
,27254,,17395,,23309,,,,,,,
,27258,,17409,,23362,,,,,,,
,27250,,17408,,23357,,,,,,,
,27248,,17397,,23347,,,,,,,
,27255,,17407,,23355,,,,,,,
,27240,,17401,,23351,,,,,,,
,27240,,17395,,23318,,,,,,,
,27241,,17401,,23347,,,,,,,
,27235,,17396,,23352,,,,,,,
,27241,,17406,,23354,,,,,,,
,27245,,17410,,23357,,,,,,,
,27243,,17405,,23360,,,,,,,
,27243,,17398,,23329,,,,,,,
,27237,,17410,,23363,,,,,,,
,27230,,17400,,23363,,,,,,,
,27231,,17407,,23365,,,,,,,
,27235,,17403,,23363,,,,,,,
,27233,,17400,,23360,,,,,,,
,27233,,17402,,23352,,,,,,,
,27240,,17398,,23360,,,,,,,
,27248,,17388,,23338,,,,,,,
,27280,,17385,,23322,,,,,,,
,27313,,17389,,23316,,,,,,,
,27331,,17384,,23306,,,,,,,
,27331,,17401,,23351,,,,,,,
,27350,,17383,,23280,,,,,,,
,27364,,17397,,23280,,,,,,,
,27379,,17407,,23277,,,,,,,
,27379,,17409,,23273,,,,,,,
,27376,,17417,,23290,,,,,,,
,27376,,17405,,23360,,,,,,,
,27383,,17429,,23291,,,,,,,
,27390,,17427,,23287,,,,,,,
,27399,,17441,,23317,,,,,,,
,27395,,17407,,23365,,,,,,,
,27385,,17437,,23304,,,,,,,
,27385,,17440,,23310,,,,,,,
,27389,,17400,,23360,,,,,,,
,27386,,17444,,23317,,,,,,,
,27380,,17434,,23321,,,,,,,
,27361,,17444,,23321,,,,,,,
,27362,,17436,,23307,,,,,,,
,27362,,17436,,23321,,,,,,,
,27359,,17384,,23306,,,,,,,
,27359,,17434,,23315,,,,,,,
,27357,,17426,,23309,,,,,,,
,27356,,17425,,23313,,,,,,,
,27354,,17432,,23317,,,,,,,
,27354,,17423,,23316,,,,,,,
,27354,,17417,,23290,,,,,,,
,27354,,17426,,23311,,,,,,,
,27354,,17424,,23306,,,,,,,
,27353,,17422,,23307,,,,,,,
,27355,,17417,,23300,,,,,,,
,27355,,17411,,23290,,,,,,,
,27351,,17440,,23310,,,,,,,
,27362,,17406,,23291,,,,,,,
,27353,,17406,,23285,,,,,,,
,27356,,17398,,23279,,,,,,,
,27354,,17403,,23274,,,,,,,
,27354,,17402,,23275,,,,,,,
,27355,,17436,,23321,,,,,,,
,27352,,17401,,23279,,,,,,,
,27368,,17411,,23279,,,,,,,
,27364,,17405,,23270,,,,,,,
,27352,,17411,,23270,,,,,,,
,27352,,17400,,23273,,,,,,,
,27361,,17423,,23316,,,,,,,
,27355,,17405,,23286,,,,,,,
,27358,,17408,,23271,,,,,,,
,27359,,17408,,23279,,,,,,,
,27359,,17409,,23272,,,,,,,
,27359,,17417,,23300,,,,,,,
,27356,,17411,,23275,,,,,,,
,27357,,17415,,23268,,,,,,,
,27358,,17404,,23276,,,,,,,
,27354,,17407,,23281,,,,,,,
,27353,,17402,,23283,,,,,,,
,27353,,17403,,23274,,,,,,,
,27349,,17397,,23284,,,,,,,
,27351,,17411,,23281,,,,,,,
,27350,,17415,,23291,,,,,,,
,27348,,17414,,23295,,,,,,,
,27337,,17413,,23292,,,,,,,
,27337,,17411,,23270,,,,,,,
,27343,,17411,,23290,,,,,,,
,27337,,17410,,23284,,,,,,,
,27327,,17411,,23287,,,,,,,
,27321,,17409,,23295,,,,,,,
,27317,,17419,,23298,,,,,,,
,27317,,17409,,23272,,,,,,,
,27317,,17408,,23296,,,,,,,
,27314,,17406,,23307,,,,,,,
,27322,,17415,,23309,,,,,,,
,27317,,17414,,23299,,,,,,,
,27307,,17412,,23302,,,,,,,
,27307,,17402,,23283,,,,,,,
,27310,,17414,,23312,,,,,,,
,27304,,17423,,23313,,,,,,,
,27297,,17413,,23317,,,,,,,
,27306,,17419,,23310,,,,,,,
,27305,,17420,,23309,,,,,,,
,27305,,17413,,23292,,,,,,,
,27301,,17419,,23313,,,,,,,
,27293,,17411,,23314,,,,,,,
,27292,,17415,,23324,,,,,,,
,27296,,17417,,23320,,,,,,,
,27285,,17419,,23334,,,,,,,
,27285,,17419,,23298,,,,,,,
,27280,,17426,,23332,,,,,,,
,27279,,17423,,23346,,,,,,,
,27275,,17425,,23339,,,,,,,
,27271,,17420,,23357,,,,,,,
,27272,,17423,,23342,,,,,,,
,27272,,17412,,23302,,,,,,,
,27258,,17422,,23344,,,,,,,
,27261,,17422,,23362,,,,,,,
,27256,,17433,,23357,,,,,,,
,27259,,17442,,23380,,,,,,,
,27244,,17466,,23410,,,,,,,
,27244,,17420,,23309,,,,,,,
,27226,,17506,,23477,,,,,,,
,27204,,17549,,23585,,,,,,,
,27173,,17615,,23706,,,,,,,
,27132,,17662,,23827,,,,,,,
,27080,,17706,,23934,,,,,,,
,27080,,17419,,23334,,,,,,,
,27055,,17750,,24054,,,,,,,
,27020,,17792,,24154,,,,,,,
,26979,,17834,,24267,,,,,,,
,26951,,17875,,24348,,,,,,,
,26919,,17901,,24445,,,,,,,
,26919,,17423,,23342,,,,,,,
,26883,,17945,,24523,,,,,,,
,26875,,17966,,24602,,,,,,,
,26853,,17998,,24681,,,,,,,
,26862,,18043,,24768,,,,,,,
,26870,,18098,,24872,,,,,,,
,26870,,17466,,23410,,,,,,,
,26870,,18146,,25001,,,,,,,
,26856,,18197,,25109,,,,,,,
,26835,,18258,,25233,,,,,,,
,26810,,18313,,25362,,,,,,,
,26769,,18378,,25498,,,,,,,
,26769,,17706,,23934,,,,,,,
,26718,,18452,,25646,,,,,,,
,26695,,18526,,25813,,,,,,,
,26626,,18603,,25984,,,,,,,
,26590,,18679,,26155,,,,,,,
,26551,,18737,,26326,,,,,,,
,26551,,17901,,24445,,,,,,,
,26536,,18821,,26500,,,,,,,
,26495,,18900,,26671,,,,,,,
,26457,,18977,,26860,,,,,,,
,26438,,19056,,27045,,,,,,,
,26424,,19143,,27230,,,,,,,
,26424,,18098,,24872,,,,,,,
,26401,,19211,,27400,,,,,,,
,26391,,19290,,27582,,,,,,,
,26366,,19348,,27744,,,,,,,
,26351,,18258,,25233,,,,,,,
,26330,,19405,,28187,,,,,,,
,26330,,19479,,28336,,,,,,,
,26305,,18378,,25498,,,,,,,
,26293,,19327,,28488,,,,,,,
,26274,,19382,,28634,,,,,,,
,26264,,19449,,28782,,,,,,,
,26254,,19508,,28922,,,,,,,
,26254,,19571,,29076,,,,,,,
,26239,,18737,,26326,,,,,,,
,26227,,19618,,29198,,,,,,,
,26210,,19670,,29324,,,,,,,
,26202,,19717,,29476,,,,,,,
,26200,,19777,,29593,,,,,,,
,26200,,19819,,29715,,,,,,,
,26175,,19143,,27230,,,,,,,
,26178,,19862,,29834,,,,,,,
,26176,,19903,,29946,,,,,,,
,26170,,19938,,30055,,,,,,,
,26150,,19980,,30158,,,,,,,
,26150,,20029,,30249,,,,,,,
,26145,,19479,,28336,,,,,,,
,26138,,20062,,30363,,,,,,,
,26128,,20106,,30467,,,,,,,
,26119,,20144,,30559,,,,,,,
,26099,,20168,,30644,,,,,,,
,26099,,20209,,30754,,,,,,,
,26096,,19571,,29076,,,,,,,
,26089,,20247,,30836,,,,,,,
,26099,,20300,,30931,,,,,,,
,26094,,20318,,31005,,,,,,,
,26089,,20352,,31112,,,,,,,
,26089,,20395,,31183,,,,,,,
,26075,,19819,,29715,,,,,,,
,26070,,20424,,31268,,,,,,,
,26058,,20465,,31342,,,,,,,
,26059,,20508,,31435,,,,,,,
,26050,,20531,,31513,,,,,,,
,26050,,19980,,30158,,,,,,,
,26044,,20567,,31583,,,,,,,
,26045,,20599,,31659,,,,,,,
,26042,,20639,,31728,,,,,,,
,26042,,20674,,31800,,,,,,,
,26042,,20701,,31881,,,,,,,
,26042,,20168,,30644,,,,,,,
,26036,,20729,,31951,,,,,,,
,26042,,20765,,32015,,,,,,,
,26037,,20799,,32069,,,,,,,
,26037,,20836,,32135,,,,,,,
,26012,,20850,,32195,,,,,,,
,26012,,20352,,31112,,,,,,,
,26009,,20891,,32248,,,,,,,
,25998,,20908,,32308,,,,,,,
,26008,,20938,,32374,,,,,,,
,25992,,20974,,32431,,,,,,,
,25993,,20999,,32475,,,,,,,
,25993,,20531,,31513,,,,,,,
,25989,,21037,,32547,,,,,,,
,25982,,21057,,32602,,,,,,,
,25981,,21087,,32648,,,,,,,
,25980,,21113,,32694,,,,,,,
,25977,,21138,,32734,,,,,,,
,25977,,20701,,31881,,,,,,,
,25977,,21171,,-32741,,,,,,,
,25967,,21197,,-32690,,,,,,,
,25974,,21218,,-32634,,,,,,,
,25962,,21248,,-32626,,,,,,,
,25961,,21273,,-32573,,,,,,,
,25961,,20850,,32195,,,,,,,
,25953,,21292,,-32530,,,,,,,
,25956,,21324,,-32479,,,,,,,
,25948,,21344,,-32437,,,,,,,
,25940,,21358,,-32408,,,,,,,
,25944,,21378,,-32380,,,,,,,
,25944,,20999,,32475,,,,,,,
,25940,,21399,,-32342,,,,,,,
,25946,,21408,,-32311,,,,,,,
,25940,,21436,,-32294,,,,,,,
,25938,,21457,,-32246,,,,,,,
,25924,,21456,,-32219,,,,,,,
,25924,,21138,,32734,,,,,,,
,25934,,21482,,-32186,,,,,,,
,25922,,21499,,-32162,,,,,,,
,25920,,21505,,-32144,,,,,,,
,25919,,21519,,-32107,,,,,,,
,25915,,21536,,-32081,,,,,,,
,25915,,21273,,-32573,,,,,,,
,25913,,21553,,-32076,,,,,,,
,25911,,21555,,-32046,,,,,,,
,25907,,21575,,-32017,,,,,,,
,25913,,21584,,-32009,,,,,,,
,25909,,21590,,-31980,,,,,,,
,25909,,21378,,-32380,,,,,,,
,25926,,21595,,-31990,,,,,,,
,25942,,21585,,-32002,,,,,,,
,25956,,21580,,-32030,,,,,,,
,25970,,21575,,-32066,,,,,,,
,25966,,21568,,-32124,,,,,,,
,25966,,21456,,-32219,,,,,,,
,25979,,21548,,-32171,,,,,,,
,25988,,21547,,-32242,,,,,,,
,26008,,21542,,-32290,,,,,,,
,26025,,21523,,-32353,,,,,,,
,26024,,21514,,-32419,,,,,,,
,26024,,21536,,-32081,,,,,,,
,26022,,21508,,-32470,,,,,,,
,26023,,21500,,-32509,,,,,,,
,26029,,21490,,-32548,,,,,,,
,26023,,21485,,-32576,,,,,,,
,26016,,21490,,-32607,,,,,,,
,26016,,21590,,-31980,,,,,,,
,26027,,21499,,-32617,,,,,,,
,26005,,21504,,-32626,,,,,,,
,26020,,21501,,-32628,,,,,,,
,26010,,21510,,-32642,,,,,,,
,26006,,21515,,-32645,,,,,,,
,26006,,21568,,-32124,,,,,,,
,26003,,21525,,-32637,,,,,,,
,26002,,21526,,-32634,,,,,,,
,26005,,21535,,-32643,,,,,,,
,26006,,21547,,-32623,,,,,,,
,26003,,21548,,-32608,,,,,,,
,26003,,21514,,-32419,,,,,,,
,26002,,21561,,-32607,,,,,,,
,26003,,21562,,-32603,,,,,,,
,26002,,21500,,-32509,,,,,,,
,26002,,21567,,-32606,,,,,,,
,25998,,21587,,-32596,,,,,,,
,25998,,21589,,-32586,,,,,,,
,26001,,21490,,-32607,,,,,,,
,26002,,21591,,-32587,,,,,,,
,26002,,21599,,-32581,,,,,,,
,26002,,21606,,-32586,,,,,,,
,25999,,21609,,-32585,,,,,,,
,25999,,21614,,-32589,,,,,,,
,25998,,21515,,-32645,,,,,,,
,25998,,21611,,-32595,,,,,,,
,25996,,21623,,-32596,,,,,,,
,25991,,21624,,-32590,,,,,,,
,25993,,21629,,-32607,,,,,,,
,25993,,21640,,-32607,,,,,,,
,25982,,21548,,-32608,,,,,,,
,25996,,21641,,-32603,,,,,,,
,25985,,21645,,-32602,,,,,,,
,25985,,21657,,-32597,,,,,,,
,25979,,21653,,-32597,,,,,,,
,25979,,21657,,-32597,,,,,,,
,25975,,21589,,-32586,,,,,,,
,25972,,21668,,-32592,,,,,,,
,25970,,21678,,-32591,,,,,,,
,25969,,21682,,-32580,,,,,,,
,25967,,21685,,-32554,,,,,,,
,25967,,21690,,-32566,,,,,,,
,25962,,21614,,-32589,,,,,,,
,25963,,21692,,-32557,,,,,,,
,25958,,21697,,-32533,,,,,,,
,25958,,21709,,-32524,,,,,,,
,25949,,21720,,-32523,,,,,,,
,25949,,21724,,-32511,,,,,,,
,25948,,21640,,-32607,,,,,,,
,25950,,21739,,-32513,,,,,,,
,25944,,21734,,-32496,,,,,,,
,25940,,21740,,-32482,,,,,,,
,25930,,21747,,-32487,,,,,,,
,25930,,21653,,-32597,,,,,,,
,25930,,21749,,-32461,,,,,,,
,25931,,21755,,-32455,,,,,,,
,25920,,21763,,-32455,,,,,,,
,25926,,21770,,-32436,,,,,,,
,25927,,21782,,-32424,,,,,,,
,25927,,21685,,-32554,,,,,,,
,25923,,21784,,-32420,,,,,,,
,25923,,21788,,-32409,,,,,,,
,25923,,21790,,-32410,,,,,,,
,25914,,21806,,-32381,,,,,,,
,25902,,21807,,-32376,,,,,,,
,25902,,21720,,-32523,,,,,,,
,25900,,21807,,-32374,,,,,,,
,25898,,21820,,-32365,,,,,,,
,25889,,21815,,-32349,,,,,,,
,25892,,21831,,-32343,,,,,,,
,25894,,21835,,-32329,,,,,,,
,25894,,21747,,-32487,,,,,,,
,25891,,21833,,-32338,,,,,,,
,25881,,21833,,-32311,,,,,,,
,25883,,21852,,-32313,,,,,,,
,25889,,21855,,-32309,,,,,,,
,25878,,21854,,-32301,,,,,,,
,25878,,21782,,-32424,,,,,,,
,25884,,21862,,-32283,,,,,,,
