PData,SData,TData,BData,EData,PCData,SCData,TCData,BCData,WData,WCData,YData,YCData
14495.0,19368,2898.0,32016,,,,,,,,64720.0,47482.0
14468.0,19384,2897.0,32000,,,,,,,,64720.0,47482.0
14472.0,19336,2898.0,32024,,,,,,,,64722.0,47481.0
14465.0,19288,2895.0,31992,,,,,,,,64721.0,47484.0
14460.0,19272,2897.0,31984,,,,,,,,64722.0,47482.0
14463.0,19264,2898.0,31976,,,,,,,,64724.0,47483.0
14458.0,19232,2897.0,31984,,,,,,,,64720.0,47483.0
14495.0,19192,2898.0,31976,,,,,,,,64723.0,47484.0
14495.0,19200,2895.0,31984,,,,,,,,64720.0,47482.0
14498.0,19200,2897.0,31976,,,,,,,,64723.0,47482.0
14499.0,19168,2895.0,31992,,,,,,,,64721.0,47481.0
14506.0,19192,2895.0,32000,,,,,,,,64722.0,47482.0
14493.0,19184,2898.0,31936,,,,,,,,64722.0,47480.0
14447.0,19208,2897.0,31976,,,,,,,,64723.0,47481.0
14466.0,19248,2898.0,31976,,,,,,,,64719.0,47482.0
14468.0,19216,2897.0,31992,,,,,,,,64726.0,47484.0
14464.0,19232,2898.0,31984,,,,,,,,64720.0,47483.0
